Name,AgeinMonths,Observation,Video,BoutID,Duration,EC_start,EC_end,Constrain_infant,Posture_mother,Distance,Initiator
A,10,A_10,A_10_1,1,1840,2920,4760,free,sit,0.257832767,mother
A,10,A_10,A_10_1,2,2679,22994,25673,free,sit,0.345383439,mother
A,10,A_10,A_10_1,3,3819,110175,113994,free,sit,0.156995357,infant
A,10,A_10,A_10_1,4,840,117372,118212,free,sit,0.315322445,infant
A,10,A_10,A_10_1,5,1718,154644,156362,free,sit,0.318350396,mother
A,10,A_10,A_10_1,6,1220,165141,166361,free,sit,0.278266602,mother
A,10,A_10,A_10_1,7,1757,209432,211189,free,sit,0.405654169,mother
A,10,A_10,A_10_1,8,940,221889,222829,free,sit,0.282393118,mother
A,10,A_10,A_10_1,9,1060,260939,261999,free,sit,0.304998959,mother
A,10,A_10,A_10_1,10,80,290010,290090,free,sit,0.293338323,mother
A,10,A_10,A_10_1,11,4220,294049,298269,free,sit,0.215730128,mother
A,10,A_10,A_10_1,12,1580,305706,307286,free,sit,0.308413518,mother
A,10,A_10,A_10_1,13,2680,309046,311726,free,sit,0.310973287,NA
A,10,A_10,A_10_1,14,2920,337540,340460,free,sit,0.371150532,mother
A,10,A_10,A_10_1,15,820,419280,420100,free,sit,0.31171271,mother
A,10,A_10,A_10_1,16,920,469348,470268,free,sit,0.292170806,same
A,10,A_10,A_10_1,17,2400,522774,525174,free,sit,0.178134453,NA
A,10,A_10,A_10_1,18,7760,546048,553808,free,sit,0.388022624,mother
A,10,A_10,A_10_1,19,660,555327,555987,free,sit,0.314404234,NA
A,10,A_10,A_10_1,20,620,557505,558125,free,sit,0.355997432,NA
A,10,A_10,A_10_1,21,2100,559565,561665,free,sit,0.313059758,NA
A,10,A_10,A_10_1,22,1140,562885,564025,free,sit,0.284832226,NA
A,10,A_10,A_10_1,23,5877,567225,573102,free,sit,0.156998638,infant
A,10,A_10,A_10_1,24,460,612372,612832,free,sit,0.247034428,mother
A,10,A_10,A_10_1,25,2798,647524,650322,free,sit,0.210458552,infant
A,10,A_10,A_10_1,26,1277,675318,676595,free,sit,0.24677452,same
A,10,A_10,A_10_1,27,940,682915,683855,free,sit,0.217726002,mother
A,10,A_10,A_10_1,28,760,727685,728445,free,sit,0.20903422,infant
A,10,A_10,A_10_1,29,1140,758135,759275,free,sit,0.389171414,infant
A,10,A_10,A_10_1,30,1040,760555,761595,free,sit,0.345712332,mother
A,10,A_10,A_10_1,31,320,765015,765335,free,sit,0.315606269,mother
A,10,A_10,A_10_1,32,200,771372,771572,free,sit,0.257237875,NA
A,10,A_10,A_10_1,33,679,774872,775551,free,sit,0.340373994,mother
A,10,A_10,A_10_1,34,1177,782391,783568,free,sit,0.41796329,infant
A,10,A_10,A_10_1,35,740,786308,787048,free,sit,0.317392719,mother
A,10,A_10,A_10_1,36,300,835419,835719,free,sit,0.370709029,NA
A,10,A_10,A_10_1,37,240,856312,856552,free,sit,0.40108529,infant
A,10,A_10,A_10_1,38,1040,867269,868309,free,sit,NaN,mother
A,10,A_10,A_10_1,39,400,913158,913558,constrained,sit,0.159882851,mother
A,10,A_10,A_10_1,40,440,915138,915578,constrained,sit,0.233411647,mother
A,10,A_10,A_10_1,41,1620,918055,919675,constrained,sit,0.219988705,mother
A,10,A_10,A_10_1,42,2040,922015,924055,constrained,sit,0.288146901,mother
A,10,A_10,A_10_1,43,2720,925495,928215,constrained,sit,0.23798201,mother
A,10,A_10,A_10_1,44,7680,930292,937972,constrained,sit,0.30243203,infant
A,10,A_10,A_10_1,45,800,940352,941152,constrained,sit,0.244224347,mother
A,10,A_10,A_10_1,46,2900,956446,959346,constrained,sit,0.250790601,mother
A,10,A_10,A_10_1,47,500,965085,965585,constrained,sit,0.116121324,mother
A,10,A_10,A_10_1,48,420,985739,986159,constrained,sit,0.169265867,mother
A,10,A_10,A_10_1,49,620,993918,994538,constrained,sit,0.189233312,mother
A,10,A_10,A_10_1,50,819,1046165,1046984,free,sit,0.242331592,mother
A,10,A_10,A_10_1,51,800,1135760,1136560,free,sit,0.187997988,mother
A,10,A_10,A_10_1,52,820,1340149,1340969,free,sit,0.134494185,mother
A,10,A_10,A_10_1,53,240,1377618,1377858,free,sit,NaN,mother
A,10,A_10,A_10_1,54,937,1409012,1409949,free,sit,0.166737012,infant
A,10,A_10,A_10_1,55,1580,1511404,1512984,free,sit,0.215237249,mother
A,10,A_10,A_10_1,56,1440,1868548,1869988,constrained,sit,0.162455712,mother
A,10,A_10,A_10_1,57,5917,1896842,1902759,constrained,sit,0.306960952,mother
A,10,A_10,A_10_1,58,1980,1904279,1906259,constrained,sit,0.163237855,infant
A,10,A_10,A_10_1,59,2400,1907518,1909918,constrained,sit,0.12923158,infant
A,10,A_10,A_10_1,60,9237,1911358,1920595,constrained,sit,0.38614247,infant
A,10,A_10,A_10_1,61,4116,1941491,1945607,constrained,sit,0.068535743,mother
A,10,A_10,A_10_1,62,1120,1949387,1950507,constrained,sit,0.234580084,mother
A,10,A_10,A_10_1,63,1577,2048702,2050279,free,sit,0.229846121,mother
A,10,A_10,A_10_1,64,5679,2053939,2059618,free,sit,0.339513072,infant
A,10,A_10,A_10_1,65,3557,2061718,2065275,free,sit,0.316465686,mother
A,10,A_10,A_10_1,66,940,2099427,2100367,free,sit,0.199076696,infant
A,10,A_10,A_10_1,67,997,2141617,2142614,free,sit,0.36259648,mother
A,10,A_10,A_10_1,68,1500,2202838,2204338,free,sit,0.209420065,mother
A,10,A_10,A_10_1,69,800,2291554,2292354,free,sit,0.309977217,mother
A,10,A_10,A_10_1,70,3940,2360528,2364468,free,sit,0.282399916,mother
A,10,A_10,A_10_1,71,800,2419320,2420120,constrained,sit,0.171264048,infant
A,10,A_10,A_10_1,72,4360,2664030,2668390,free,sit,0.165789546,mother
A,10.5,A_10.5,A_10.5_1,1,2280,9438,11718,free,sit,0.199070887,mother
A,10.5,A_10.5,A_10.5_1,2,180,13618,13798,free,sit,0.310168029,NA
A,10.5,A_10.5,A_10.5_1,3,280,178616,178896,free,sit,0.395561681,mother
A,10.5,A_10.5,A_10.5_1,4,280,202929,203209,free,sit,0.555605238,same
A,10.5,A_10.5,A_10.5_1,5,1100,210669,211769,free,sit,0.403513376,infant
A,10.5,A_10.5,A_10.5_1,6,420,218445,218865,free,sit,0.495486772,same
A,10.5,A_10.5,A_10.5_1,7,280,258376,258656,free,sit,0.413325425,same
A,10.5,A_10.5,A_10.5_1,8,2239,284950,287189,free,sit,0.354711954,mother
A,10.5,A_10.5,A_10.5_1,9,1819,560302,562121,free,sit,0.38033027,same
A,10.5,A_10.5,A_10.5_1,10,560,607789,608349,free,sit,0.375749685,mother
A,10.5,A_10.5,A_10.5_1,11,120,633223,633343,free,sit,0.442451712,mother
A,10.5,A_10.5,A_10.5_1,12,1040,648139,649179,free,sit,0.36725707,mother
A,10.5,A_10.5,A_10.5_1,13,1060,792762,793822,free,sit,0.303288522,mother
A,10.5,A_10.5,A_10.5_1,14,2997,810838,813835,free,sit,0.364084169,infant
A,10.5,A_10.5,A_10.5_1,15,180,849507,849687,free,sit,0.305255132,infant
A,10.5,A_10.5,A_10.5_1,16,320,872601,872921,free,sit,0.369182679,infant
A,10.5,A_10.5,A_10.5_1,17,3460,927007,930467,free,sit,0.361961646,mother
A,10.5,A_10.5,A_10.5_1,18,1357,999670,1001027,free,sit,0.348629694,NA
A,10.5,A_10.5,A_10.5_1,19,400,1037680,1038080,free,sit,0.270632543,mother
A,10.5,A_10.5,A_10.5_1,20,220,1097422,1097642,free,sit,0.255965655,NA
A,10.5,A_10.5,A_10.5_1,21,2180,1101402,1103582,free,sit,0.279243078,mother
A,10.5,A_10.5,A_10.5_1,22,2160,1113099,1115259,free,sit,0.274814063,infant
A,10.5,A_10.5,A_10.5_1,23,1239,1163666,1164905,free,sit,0.432491793,mother
A,10.5,A_10.5,A_10.5_1,24,1140,1200694,1201834,free,sit,NaN,mother
A,10.5,A_10.5,A_10.5_1,25,920,1206934,1207854,free,sit,0.341047459,NA
A,10.5,A_10.5,A_10.5_1,26,720,1225531,1226251,free,sit,0.171638067,infant
A,10.5,A_10.5,A_10.5_1,27,479,1331183,1331662,free,sit,0.355900375,NA
A,10.5,A_10.5,A_10.5_1,28,700,1335000,1335700,free,sit,0.340994847,NA
A,10.5,A_10.5,A_10.5_1,29,580,1337960,1338540,free,sit,0.264585159,NA
A,10.5,A_10.5,A_10.5_1,30,4200,1419038,1423238,free,sit,0.333386223,same
A,10.5,A_10.5,A_10.5_1,31,180,1440034,1440214,free,sit,0.383747692,mother
A,10.5,A_10.5,A_10.5_1,32,1540,1605829,1607369,free,sit,0.412291836,mother
A,10.5,A_10.5,A_10.5_1,33,620,1614186,1614806,free,sit,0.409835708,infant
A,10.5,A_10.5,A_10.5_1,34,300,1690387,1690687,free,sit,0.508072746,infant
A,10.5,A_10.5,A_10.5_1,35,520,1717620,1718140,free,sit,0.403122177,mother
A,10.5,A_10.5,A_10.5_1,36,280,1731177,1731457,free,stand,0.58864347400000006,NA
A,10.5,A_10.5,A_10.5_1,37,460,1741773,1742233,free,sit,0.371713396,same
A,10.5,A_10.5,A_10.5_1,38,680,1770945,1771625,free,sit,0.333020274,mother
A,10.5,A_10.5,A_10.5_1,39,160,1783702,1783862,free,sit,0.244880712,infant
A,10.5,A_10.5,A_10.5_1,40,860,1808054,1808914,free,sit,0.360672719,same
A,10.5,A_10.5,A_10.5_1,41,260,1836968,1837228,free,stand,0.371922064,infant
A,10.5,A_10.5,A_10.5_1,42,40,1851344,1851384,free,stand,0.350407239,infant
A,10.5,A_10.5,A_10.5_1,43,200,1860441,1860641,free,stand,0.765800726,infant
A,10.5,A_10.5,A_10.5_1,44,400,1937019,1937419,free,sit,0.390995231,mother
A,10.5,A_10.5,A_10.5_1,45,300,2100176,2100476,free,sit,0.547348702,infant
A,10.5,A_10.5,A_10.5_1,46,100,2156540,2156640,free,sit,0.933509729,NA
A,10.5,A_10.5,A_10.5_1,47,560,2166596,2167156,free,sit,1.23412249,mother
A,10.5,A_10.5,A_10.5_1,48,1500,2205646,2207146,free,sit,0.46338955,mother
A,10.5,A_10.5,A_10.5_1,49,220,2317236,2317456,free,sit,0.895283517,NA
A,10.5,A_10.5,A_10.5_2,1,360,75220,75580,free,sit,0.588074949,mother
A,10.5,A_10.5,A_10.5_2,2,180,95935,96115,free,sit,0.182350616,mother
A,10.5,A_10.5,A_10.5_2,3,117,401891,402008,free,sit,0.411712729,NA
A,10.5,A_10.5,A_10.5_2,4,1360,410708,412068,free,sit,0.30192925,mother
A,10.5,A_10.5,A_10.5_2,5,560,436441,437001,free,sit,0.281692436,infant
A,10.5,A_10.5,A_10.5_2,6,240,995824,996064,free,sit,0.333124547,mother
A,10.5,A_10.5,A_10.5_2,7,240,1045889,1046129,free,sit,0.778873405,mother
A,10.5,A_10.5,A_10.5_2,8,320,1652777,1653097,free,sit,0.282668894,mother
A,10.5,A_10.5,A_10.5_2,9,240,1663713,1663953,free,sit,0.34378224,mother
A,10.5,A_10.5,A_10.5_2,10,560,1677909,1678469,constrained,sit,0.181606912,mother
A,10.5,A_10.5,A_10.5_2,11,320,1681109,1681429,constrained,sit,0.124478672,NA
A,10.5,A_10.5,A_10.5_2,12,81,1762126,1762207,free,sit,0.366381933,NA
A,10.5,A_10.5,A_10.5_2,13,1020,1786718,1787738,free,sit,0.43037053,infant
A,10.5,A_10.5,A_10.5_2,14,581,1804971,1805552,free,sit,0.413946087,NA
A,10.5,A_10.5,A_10.5_2,15,40,1816091,1816131,free,sit,0.410741151,NA
A,10.5,A_10.5,A_10.5_2,16,417,1829747,1830164,free,sit,0.361523443,NA
A,10.5,A_10.5,A_10.5_2,17,2956,1842584,1845540,free,stand,0.495919397,infant
A,10.5,A_10.5,A_10.5_2,18,1757,1868316,1870073,free,sit,0.151193415,mother
A,10.5,A_10.5,A_10.5_2,19,120,2158369,2158489,free,sit,0.225601002,mother
A,10.5,A_10.5,A_10.5_2,20,300,2583145,2583445,free,sit,0.143707376,mother
A,10.5,A_10.5,A_10.5_2,21,340,2601140,2601480,free,sit,0.20418853,mother
A,10.5,A_10.5,A_10.5_2,22,1160,2610476,2611636,free,sit,0.145131503,NA
A,10.5,A_10.5,A_10.5_2,23,2420,2622192,2624612,free,sit,0.212477925,mother
A,11,A_11,A_11_1,1,4260,141706,145966,free,sit,0.285456847,infant
A,11,A_11,A_11_1,2,5060,171899,176959,free,sit,0.278404134,mother
A,11,A_11,A_11_1,3,2520,234385,236905,free,sit,0.655689869,mother
A,11,A_11,A_11_1,4,2040,268038,270078,free,sit,0.352223603,mother
A,11,A_11,A_11_1,5,880,284274,285154,free,sit,0.561911961,mother
A,11,A_11,A_11_1,6,1120,350919,352039,constrained,sit,0.263253789,infant
A,11,A_11,A_11_1,7,460,354257,354717,constrained,sit,0.301512542,infant
A,11,A_11,A_11_1,8,240,418303,418543,free,sit,0.646974707,mother
A,11,A_11,A_11_1,9,520,441437,441957,free,sit,0.571970077,infant
A,11,A_11,A_11_1,10,840,443537,444377,free,sit,0.682905577,infant
A,11,A_11,A_11_1,11,1000,467771,468771,free,sit,0.815630936,mother
A,11,A_11,A_11_1,12,1280,539234,540514,free,sit,0.371442487,infant
A,11,A_11,A_11_1,13,500,694777,695277,free,sit,2.569683035,infant
A,11,A_11,A_11_1,14,2520,711334,713854,free,sit,1.19578924,infant
A,11,A_11,A_11_1,15,680,725610,726290,free,sit,0.153983851,mother
A,11,A_11,A_11_1,16,460,762780,763240,free,sit,0.184050083,mother
A,11,A_11,A_11_1,17,320,822885,823205,free,sit,0.15294447,same
A,11,A_11,A_11_1,18,40,850698,850738,free,sit,0.444024021,infant
A,11,A_11,A_11_1,19,940,855558,856498,free,sit,0.189012356,infant
A,11,A_11,A_11_1,20,760,914982,915742,free,sit,0.327678772,mother
A,11,A_11,A_11_1,21,1879,980906,982785,free,sit,0.318978977,infant
A,11,A_11,A_11_1,22,460,989765,990225,free,sit,0.246243279,infant
A,11,A_11,A_11_1,23,6737,1006861,1013598,free,sit,0.395687382,mother
A,11,A_11,A_11_1,24,1080,1015278,1016358,free,sit,NaN,NA
A,11,A_11,A_11_1,25,3900,1023175,1027075,free,sit,0.403043638,infant
A,11,A_11,A_11_1,26,1940,1045191,1047131,free,sit,0.499111301,mother
A,11,A_11,A_11_1,27,5199,1054249,1059448,free,sit,0.427259458,mother
A,11,A_11,A_11_1,28,820,1064086,1064906,free,sit,0.237549425,NA
A,11,A_11,A_11_1,29,260,1165481,1165741,free,sit,0.30836185,infant
A,11,A_11,A_11_1,30,600,1172639,1173239,free,sit,0.206055143,NA
A,11,A_11,A_11_1,31,1240,1183856,1185096,free,sit,0.196879398,infant
A,11,A_11,A_11_1,32,560,1187935,1188495,free,sit,0.206101929,mother
A,11,A_11,A_11_1,33,940,1198633,1199573,free,sit,0.4316816,infant
A,11,A_11,A_11_1,34,2080,1297488,1299568,free,sit,0.384568067,mother
A,11,A_11,A_11_1,35,340,1337938,1338278,free,sit,0.286102602,NA
A,11,A_11,A_11_1,36,1860,1438012,1439872,free,sit,0.274416975,mother
A,11,A_11,A_11_1,37,740,1562660,1563400,free,sit,0.323706291,mother
A,11,A_11,A_11_1,38,1660,1901930,1903590,free,sit,0.249144713,infant
A,11,A_11,A_11_1,39,1520,1910929,1912449,free,sit,0.196941384,mother
A,11,A_11,A_11_1,40,520,1930083,1930603,free,sit,1.019245454,infant
A,11,A_11,A_11_1,41,2419,1931803,1934222,free,sit,0.761696898,infant
A,11,A_11,A_11_1,42,40,1935342,1935382,free,sit,0.29242686,mother
A,11,A_11,A_11_1,43,320,1953318,1953638,free,sit,0.270315748,NA
A,11,A_11,A_11_1,44,680,2102196,2102876,free,sit,0.577905342,infant
A,11,A_11,A_11_1,45,1000,2125212,2126212,free,stand,1.112355033,infant
A,11,A_11,A_11_1,46,920,2287806,2288726,free,stand,1.845975384,infant
A,11,A_11,A_11_2,1,659,116508,117167,free,sit,0.834608283,infant
A,11,A_11,A_11_2,2,40,118647,118687,free,sit,0.562312261,infant
A,11,A_11,A_11_2,3,260,170572,170832,free,sit,0.725666196,mother
A,11,A_11,A_11_2,4,540,344023,344563,free,sit,0.321610901,mother
A,11,A_11,A_11_2,5,60,1010209,1010269,free,sit,1.128267072,mother
A,11,A_11,A_11_2,6,1160,1031042,1032202,free,sit,1.214823495,mother
A,11,A_11,A_11_2,7,20,1083506,1083526,free,sit,NaN,mother
A,11,A_11,A_11_2,8,400,1140110,1140510,free,sit,0.47097821,mother
A,11,A_11,A_11_2,9,220,1195454,1195674,free,sit,0.247602032,mother
A,11,A_11,A_11_2,10,40,1290606,1290646,free,sit,0.43664196,mother
A,11,A_11,A_11_2,11,180,1486166,1486346,free,sit,0.281301342,infant
A,11,A_11,A_11_2,12,60,1512038,1512098,free,sit,NaN,NA
A,11,A_11,A_11_2,13,20,1540030,1540050,free,sit,NaN,mother
A,11,A_11,A_11_2,14,600,1630141,1630741,free,sit,0.441095736,infant
A,11,A_11,A_11_2,15,2140,1670749,1672889,free,sit,0.299124923,infant
A,11,A_11,A_11_2,16,480,1696841,1697321,free,sit,0.522023341,mother
A,11,A_11,A_11_2,17,280,1740668,1740948,free,sit,0.444203109,infant
A,11,A_11,A_11_2,18,720,1743168,1743888,free,sit,0.338173174,mother
A,11,A_11,A_11_2,19,860,1811408,1812268,constrained,sit,0.180868858,infant
A,11,A_11,A_11_2,20,340,1901359,1901699,free,stand,0.357823363,infant
A,11,A_11,A_11_2,21,340,1909975,1910315,free,walk,1.302257342,infant
A,11,A_11,A_11_2,22,840,1921691,1922531,free,sit,0.317407464,mother
A,11,A_11,A_11_2,23,1140,1943267,1944407,free,sit,0.701421997,mother
A,11,A_11,A_11_2,24,600,2168656,2169256,free,sit,0.261142264,mother
A,11,A_11,A_11_2,25,420,2224740,2225160,free,sit,0.504078838,mother
A,11,A_11,A_11_2,26,1340,2269904,2271244,constrained,sit,0.109569912,mother
A,11,A_11,A_11_2,27,2460,2274363,2276823,constrained,sit,0.156694868,mother
A,11.5,A_11.5,A_11.5_1,1,40,39352,39392,free,sit,0.294582387,mother
A,11.5,A_11.5,A_11.5_1,2,340,41330,41670,free,sit,0.33325946,infant
A,11.5,A_11.5,A_11.5_1,3,140,62906,63046,free,sit,0.444611595,mother
A,11.5,A_11.5,A_11.5_1,4,320,92020,92340,free,sit,0.465893839,infant
A,11.5,A_11.5,A_11.5_1,5,320,117015,117335,free,sit,0.371220815,mother
A,11.5,A_11.5,A_11.5_1,6,760,211373,212133,free,sit,0.339486954,mother
A,11.5,A_11.5,A_11.5_1,7,280,214611,214891,free,sit,0.288535762,infant
A,11.5,A_11.5,A_11.5_1,8,1220,226366,227586,free,sit,0.222826344,mother
A,11.5,A_11.5,A_11.5_1,9,1220,327765,328985,free,sit,0.225228119,infant
A,11.5,A_11.5,A_11.5_1,10,780,350000,350780,free,sit,0.271514925,mother
A,11.5,A_11.5,A_11.5_1,11,1200,367096,368296,free,sit,0.194452617,mother
A,11.5,A_11.5,A_11.5_1,12,500,628554,629054,free,sit,0.206572088,NA
A,11.5,A_11.5,A_11.5_1,13,180,633673,633853,free,sit,0.281980993,infant
A,11.5,A_11.5,A_11.5_1,14,540,677620,678160,free,sit,0.341923998,mother
A,11.5,A_11.5,A_11.5_1,15,1280,710255,711535,free,sit,0.288941605,NA
A,11.5,A_11.5,A_11.5_1,16,700,729351,730051,free,sit,0.267799131,infant
A,11.5,A_11.5,A_11.5_1,17,1840,790815,792655,free,sit,0.330310161,mother
A,11.5,A_11.5,A_11.5_1,18,860,828206,829066,free,sit,0.44575737,infant
A,11.5,A_11.5,A_11.5_1,19,700,871376,872076,free,sit,0.463118215,mother
A,11.5,A_11.5,A_11.5_1,20,180,934540,934720,free,sit,0.626734057,mother
A,11.5,A_11.5,A_11.5_1,21,1560,991747,993307,free,sit,0.442470076,infant
A,11.5,A_11.5,A_11.5_1,22,220,1178480,1178700,free,sit,0.315538125,mother
A,11.5,A_11.5,A_11.5_1,23,760,1182359,1183119,free,sit,0.222370901,infant
A,11.5,A_11.5,A_11.5_1,24,800,1189776,1190576,free,sit,0.12600356,mother
A,11.5,A_11.5,A_11.5_1,25,220,1234766,1234986,free,sit,0.294398182,infant
A,11.5,A_11.5,A_11.5_1,26,2740,1247423,1250163,free,sit,0.235874339,mother
A,11.5,A_11.5,A_11.5_1,27,4140,1337601,1341741,constrained,sit,0.191423068,infant
A,11.5,A_11.5,A_11.5_1,28,5119,1349078,1354197,constrained,sit,0.338782577,mother
A,11.5,A_11.5,A_11.5_1,29,7858,1381130,1388988,constrained,sit,0.820714838,infant
A,11.5,A_11.5,A_11.5_1,30,1600,1392507,1394107,constrained,sit,0.565479796,infant
A,11.5,A_11.5,A_11.5_1,31,3600,1395127,1398727,constrained,sit,0.466834066,infant
A,11.5,A_11.5,A_11.5_1,32,620,1490783,1491403,free,sit,0.350845585,mother
A,11.5,A_11.5,A_11.5_1,33,1440,2207519,2208959,free,sit,0.377574191,mother
A,11.5,A_11.5,A_11.5_1,34,1217,2252689,2253906,free,sit,0.539203249,mother
A,11.5,A_11.5,A_11.5_1,35,1399,2366897,2368296,free,sit,0.397231121,infant
A,11.5,A_11.5,A_11.5_1,36,120,2390129,2390249,free,sit,0.535491427,infant
A,11.5,A_11.5,A_11.5_1,37,520,2437859,2438379,free,sit,0.469933363,mother
A,11.5,A_11.5,A_11.5_1,38,40,2449456,2449496,free,sit,NaN,infant
A,11.5,A_11.5,A_11.5_1,39,440,2472609,2473049,free,sit,0.861390343,mother
A,11.5,A_11.5,A_11.5_1,40,680,2484886,2485566,free,sit,0.482336056,infant
A,11.5,A_11.5,A_11.5_1,41,880,2488166,2489046,free,sit,0.330355692,infant
A,11.5,A_11.5,A_11.5_1,42,500,2504362,2504862,free,sit,0.706928888,infant
A,11.5,A_11.5,A_11.5_1,43,1620,2510399,2512019,free,sit,0.525687102,NA
A,11.5,A_11.5,A_11.5_1,44,3480,2513099,2516579,free,sit,0.624039382,infant
A,11.5,A_11.5,A_11.5_1,45,7657,2518119,2525776,free,sit,0.632768638,NA
A,11.5,A_11.5,A_11.5_1,46,259,2526936,2527195,free,sit,0.659795378,mother
A,11.5,A_11.5,A_11.5_1,47,200,2546429,2546629,free,sit,0.598659701,NA
A,11.5,A_11.5,A_11.5_1,48,2800,2550268,2553068,free,sit,0.795365846,infant
A,11.5,A_11.5,A_11.5_1,49,1980,2557388,2559368,free,sit,0.626034063,mother
A,11.5,A_11.5,A_11.5_1,50,1119,2562885,2564004,free,sit,0.603833201,infant
A,11.5,A_11.5,A_11.5_1,51,1740,2567044,2568784,free,sit,0.571581617,mother
A,11.5,A_11.5,A_11.5_1,52,3997,2585980,2589977,free,sit,0.607186203,mother
A,11.5,A_11.5,A_11.5_1,53,1320,2595597,2596917,free,sit,0.603283794,mother
A,11.5,A_11.5,A_11.5_1,54,3200,2614871,2618071,free,sit,1.138663964,mother
A,11.5,A_11.5,A_11.5_1,55,1560,2626167,2627727,free,sit,1.272932814,mother
A,11.5,A_11.5,A_11.5_1,56,1000,2659320,2660320,free,sit,1.220305409,infant
A,11.5,A_11.5,A_11.5_1,57,1360,2694269,2695629,free,sit,0.188426939,mother
A,11.5,A_11.5,A_11.5_1,58,300,2698948,2699248,free,sit,0.225762627,NA
A,11.5,A_11.5,A_11.5_2,1,1500,139461,140961,free,sit,0.829729335,mother
A,11.5,A_11.5,A_11.5_2,2,600,397832,398432,free,sit,0.62060038,mother
A,11.5,A_11.5,A_11.5_2,3,520,482729,483249,free,sit,0.89060914,infant
A,11.5,A_11.5,A_11.5_2,4,120,610592,610712,free,sit,0.566598954,infant
A,11.5,A_11.5,A_11.5_2,5,2999,676035,679034,free,sit,0.55317113,infant
A,11.5,A_11.5,A_11.5_2,6,320,720042,720362,free,sit,0.583314803,infant
A,11.5,A_11.5,A_11.5_2,7,100,724199,724299,free,sit,0.546762675,NA
A,11.5,A_11.5,A_11.5_2,8,360,728299,728659,free,sit,0.472587561,mother
A,11.5,A_11.5,A_11.5_2,9,1220,764369,765589,free,sit,0.756787896,NA
A,11.5,A_11.5,A_11.5_2,10,1080,768429,769509,free,sit,0.283774769,NA
A,11.5,A_11.5,A_11.5_2,11,1620,774588,776208,free,sit,0.304062496,infant
A,11.5,A_11.5,A_11.5_2,12,400,1428301,1428701,free,sit,0.589093336,infant
A,11.5,A_11.5,A_11.5_2,13,620,1554502,1555122,free,sit,0.369839013,mother
A,11.5,A_11.5,A_11.5_2,14,440,1565079,1565519,free,sit,0.46233584,NA
A,11.5,A_11.5,A_11.5_2,15,940,1621704,1622644,free,sit,0.628459127,infant
A,11.5,A_11.5,A_11.5_2,16,1760,1636480,1638240,free,sit,0.944747165,mother
A,11.5,A_11.5,A_11.5_2,17,1060,1733792,1734852,free,sit,1.962664183,infant
A,11.5,A_11.5,A_11.5_2,18,740,1738929,1739669,free,sit,1.962492544,infant
A,11.5,A_11.5,A_11.5_2,19,959,1745989,1746948,free,sit,1.9551447,mother
A,11.5,A_11.5,A_11.5_2,20,2100,1754125,1756225,free,sit,2.284445865,mother
A,11.5,A_11.5,A_11.5_2,21,2399,1771940,1774339,free,sit,1.894114916,infant
A,11.5,A_11.5,A_11.5_2,22,2557,1775539,1778096,free,sit,1.958594311,infant
A,11.5,A_11.5,A_11.5_2,23,220,1785736,1785956,free,sit,1.888285895,infant
A,11.5,A_11.5,A_11.5_2,24,3180,1794092,1797272,free,sit,1.830566214,mother
A,11.5,A_11.5,A_11.5_2,25,460,1799151,1799611,free,sit,1.829248856,infant
A,11.5,A_11.5,A_11.5_2,26,1700,1806968,1808668,free,sit,2.109009693,infant
A,11.5,A_11.5,A_11.5_2,27,4840,1837581,1842421,free,sit,1.495496399,infant
A,11.5,A_11.5,A_11.5_2,28,820,1871469,1872289,free,sit,0.578559234,mother
A,11.5,A_11.5,A_11.5_2,29,140,2062233,2062373,free,sit,0.323251918,mother
A,12,A_12,A_12_1,1,460,137970,138430,free,sit,0.556222227,mother
A,12,A_12,A_12_1,2,400,284076,284476,free,sit,0.326168485,mother
A,12,A_12,A_12_1,3,980,359758,360738,free,sit,0.595062434,infant
A,12,A_12,A_12_1,4,640,472793,473433,free,sit,0.436344259,infant
A,12,A_12,A_12_1,5,1100,514481,515581,free,sit,0.560836631,NA
A,12,A_12,A_12_1,6,160,516881,517041,free,sit,0.559880346,mother
A,12,A_12,A_12_1,7,740,542475,543215,free,sit,0.17227114599999999,mother
A,12,A_12,A_12_1,8,1298,566411,567709,free,sit,NaN,infant
A,12,A_12,A_12_1,9,460,696960,697420,free,sit,0.336905417,infant
A,12,A_12,A_12_1,10,340,751127,751467,free,sit,0.262626647,mother
A,12,A_12,A_12_1,11,260,763744,764004,free,sit,0.304768504,mother
A,12,A_12,A_12_1,12,500,803055,803555,free,sit,0.939174167,infant
A,12,A_12,A_12_1,13,140,853462,853602,free,sit,0.719574113,NA
A,12,A_12,A_12_1,14,1740,878316,880056,free,sit,0.238737661,mother
A,12,A_12,A_12_1,15,520,1026981,1027501,free,sit,0.392818877,mother
A,12,A_12,A_12_1,16,460,1093865,1094325,free,sit,0.643711342,mother
A,12,A_12,A_12_1,17,700,1181062,1181762,free,sit,0.62786965,mother
A,12,A_12,A_12_1,18,860,1214336,1215196,free,sit,2.885683755,NA
A,12,A_12,A_12_1,19,1240,1325249,1326489,free,sit,0.947920274,infant
A,12,A_12,A_12_1,20,40,1370677,1370717,free,sit,0.762219093,NA
A,12,A_12,A_12_1,21,460,1459497,1459957,free,sit,1.01961402,infant
A,12,A_12,A_12_1,22,920,1559931,1560851,free,sit,0.434222584,infant
A,12,A_12,A_12_1,23,1060,1679741,1680801,free,sit,0.320352502,mother
